贫乳化|爆乳化,alternate_breast_size
异色,alternate_color
角色换装,alternate_costume
异瞳,alternate_eye_color
形态变化,alternate_form
发色变化,alternate_hair_color
头发长度变化,alternate_hair_length
发型变化,alternate_hairstyle
头饰变化,alternate_headwear
腿部穿着变化,alternate_legwear
肤色变化,alternate_skin_color
武器变化,alternate_weapon
不同的翅膀,alternate_wings
性别暧昧,ambiguous_gender
美国,america
星条旗,american_flag
星条旗比基尼,american_flag_bikini
弹药,ammunition
弹药带,ammunition_belt
放大器(音响),amplifier_(instrument)
欠损|独脚|肢体残缺|欠损少女,amputee
护身符,amulet
肛门|肛交|着衣肛交|骑乘位肛交,anal
肛珠,anal_beads
手指刺激肛门,anal_fingering
肛毛,anal_hair
肛门物体插入,anal_object_insertion
肛尾,anal_tail
锚,anchor
锚形项圈,anchor_choker
锚形发饰,anchor_hair_ornament
锚形印花,anchor_print
锚形符号,anchor_symbol
可男可女,androgynous
人造人,android
天使,angel
天使与恶魔,angel_and_devil
天使的翅膀,angel_wings
青筋,anger_vein
鮟鱇,anglerfish
安哥拉兔,angora_rabbit
发怒,angry
舔肛门,anilingus
动物,animal
动物系装扮,animal_costume
耳绒毛,animal_ear_fluff
兽耳,animal_ears
以动物为焦点,animal_focus
动物主题帽饰,animal_hat
兽耳头罩,animal_hood
抱着动物,animal_hug
头上有动物,animal_on_head
膝盖上有动物,animal_on_lap
肩上有动物,animal_on_shoulder
动物印花,animal_print
动物化,animalization
动画上色,anime_coloring
安库(假面骑士OOO),ankh
踝靴,ankle_boots
脚踝系带,ankle_lace-up
踝带,ankle_ribbon
踝袜,ankle_socks
脚踝丝环,ankle_strap
脚踝套,ankle_wrap
脚镯,anklet
纪念日,anniversary
贺图,announcement_celebration
恼怒的,annoyed
呆毛,antenna_hair
触角,antennae
反器材步枪,anti-materiel_rifle
旧式火器,antique_firearm
鹿角,antlers
肛门,anus
吸睛的肛门,anus_peek
安齐奥军服,anzio_military_uniform
安齐奥校服,anzio_school_uniform
苹果,apple
化妆,applying_makeup
愚人节,april_fools
围裙,apron
水蓝色背景,aqua_background
水蓝色蝴蝶结,aqua_bow
水蓝色连衣裙,aqua_dress
水蓝色眼睛,aqua_eyes
水蓝色头发,aqua_hair
水蓝色的裤袜,aqua_legwear
水蓝色指甲,aqua_nails
水蓝色领结,aqua_neckwear
水蓝色内裤,aqua_panties
水蓝色丝带,aqua_ribbon
水蓝色衬衫,aqua_shirt
水蓝色短裙,aqua_skirt
水蓝色,aqua_theme
水族馆,aquarium
AR-15,ar-15
阿拉伯服饰,arabian_clothes
蜘蛛属性,arachne
荒木飞吕彦风,araki_hirohiko_(style)
爱尔兰毛衣,aran_sweater
拱背,arched_back
射箭,archery
建筑,architecture
乳晕走光,areola_slip
乳晕,areolae
菱形花纹,argyle
菱形背景,argyle_background
含菱形花纹的裤子,argyle_legwear
亚利亚公司制服,aria_company_uniform
单手搂着脖子,arm_around_neck
单手搂腰,arm_around_waist
单手垂放,arm_at_side
单手背到身后,arm_behind_back
单手托在脑后,arm_behind_head
臂环,arm_belt
手臂刀刃,arm_blade
手炮,arm_cannon
手臂袜带,arm_garter
抓住手臂,arm_grab
护臂,arm_guards
手臂往后拉,arm_held_back
挽手,arm_hug
手臂丝带,arm_ribbon
手臂支撑动作,arm_support
手臂有纹身,arm_tattoo
托胸,arm_under_breasts
举着手,arm_up
暖袖,arm_warmers
袖套,arm_wrap
腕标,armband
扶手椅,armchair
臂章,armlet
盔甲,armor
装甲靴,armored_boots
战甲裙,armored_dress
腋窝皱褶,armpit_crease
衣服有能露出腋下的开口,armpit_cutout
腋毛,armpit_hair
吸睛的腋窝,armpit_peek
腋下,armpits
双手搂着脖子,arms_around_neck
双手垂放,arms_at_sides
双手背到身后,arms_behind_back
双手抱头,arms_behind_head
双手托胸,arms_under_breasts
举起手,arms_up
军队,army
破面(死神系列),arrancar
箭矢,arrow_(projectile)
箭头,arrow_(symbol)
画笔,art_brush
新艺术,art_nouveau
美术集,artbook
飞机杯,artificial_vagina
作者署名,artist_name
以作者本人为蓝本,artist_self-insert
麻叶纹,asa_no_ha_(pattern)
阿斯科特领巾,ascot
阿什福特学院制服,ashford_academy_uniform
亚洲人,asian
窒息,asphyxiation
屁股,ass
屁股贴屁股,ass-to-ass
露出屁股的服饰,ass_cutout
屁股为焦点,ass_focus
抓着屁股,ass_grab
晃屁股,ass_shake
托着屁股,ass_support
正面可见的屁股,ass_visible_through_thighs
突击步枪,assault_rifle
剥开衣服,assisted_exposure
不对称的刘海,asymmetrical_bangs
不对称的服饰,asymmetrical_clothes
胸部互碰|胸顶着胸,asymmetrical_docking
不对称的手套,asymmetrical_gloves
不对称的发型,asymmetrical_hair
不对称的角,asymmetrical_horns
不对称的裤子,asymmetrical_legwear
不对称的袖子,asymmetrical_sleeves
不对称的翅膀,asymmetrical_wings
体操服,athletic_leotard
攻击,attack
有音乐,audible_music
有人声,audible_speech
观众,audience
灵气,aura
汽车人,autobot
秋天,autumn
秋叶,autumn_leaves
斧头,axe
宝宝,baby
性感女性睡衣,babydoll
后背,back
背面印花的内裤,back-print_panties
袜缝,back-seamed_legwear
背靠背,back-to-back
(服饰)打在背后的结,back_bow
露出部分后背的衣服,back_cutout
背部纹身,back_tattoo
从背后可看到的胸部,backboob
背景文字,background_text
露背连衣裙,backless_dress
露背装,backless_outfit
逆光,backlighting
背包,backpack
卸下的包,backpack_removed
反扣的帽子,backwards_hat
错误的人体结构,bad_anatomy
坏结局,bad_end
脚的画法错误,bad_feet
手的画法错误,bad_hands
错误的(画法)透视,bad_perspective
人体比例不协调,bad_proportions
徽章,badge
包,bag
背包挂件,bag_charm
金鱼水袋,bagged_fish
眼袋,bags_under_eyes
法国面包,baguette
(保持)平衡的姿势,balancing
秃头,bald
球,ball
口球,ball_gag
芭蕾舞女演员,ballerina
芭蕾舞鞋,ballet_slippers
气球,balloon
圆珠笔,ballpoint_pen_(medium)
竹子,bamboo
竹扫帚,bamboo_broom
竹林,bamboo_forest
蒸笼,bamboo_steamer
香蕉,banana
乐队制服,band_uniform
贴有绷带的脸,bandage_on_face
缠着绷带的单眼,bandage_over_one_eye
缠着绷带的手臂,bandaged_arm
缠着绷带的手,bandaged_hands
绑着绷带的头,bandaged_head
绑着绷带的腿,bandaged_leg
绷带,bandages
创可贴,bandaid
手臂上贴着创可贴,bandaid_on_arm
脸上贴着创可贴,bandaid_on_face
额头贴着创可贴,bandaid_on_forehead
膝盖贴着创可贴,bandaid_on_knee
腿上贴着创可贴,bandaid_on_leg
鼻梁上贴着创可贴,bandaid_on_nose
阴部贴着创可贴,bandaid_on_pussy
乳头贴着创可贴,bandaids_on_nipples
头巾,bandana
抹胸比基尼,bandeau
子弹带,bandolier
手镯,bangle
刘海,bangs
掀起的刘海,bangs_pinned_back
包子,baozi
酒吧,bar
黑条打码,bar_censor
大叔,bara
条形码,barcode
条形码纹身,barcode_tattoo
裸臂,bare_arms
裸背,bare_back
裸臀,bare_hips
裸腿,bare_legs
露肩,bare_shoulders
枯木,bare_tree
裸足,barefoot
裸足凉鞋,barefoot_sandals
桶子,barrel
酒保,bartender
棒球,baseball
棒球棍,baseball_bat
棒球帽,baseball_cap
棒球手套,baseball_mitt
棒球服,baseball_uniform
篮子,basket
篮球,basketball
低音符,bass_clef
贝斯,bass_guitar
蝙蝠,bat
蝙蝠耳朵,bat_ears
蝙蝠发饰,bat_hair_ornament
蝙蝠印花,bat_print
蝙蝠翅膀,bat_wings
洗澡,bath
浴凳,bath_stool
浴衣,bath_yukata
入浴,bathing
浴室,bathroom
浴缸,bathtub
指挥棒,baton
战斗|比试|战争|游戏,battle
战斧,battle_axe
战术步枪,battle_rifle
战舰,battleship
刺刀,bayonet
BC自由学园制服,bc_freedom_military_uniform
SM,bdsm
海滩,beach
沙滩椅,beach_chair
沙滩巾,beach_towel
沙滩伞,beach_umbrella
沙滩球,beachball
珠子手链,bead_bracelet
珠子项链,bead_necklace
珠子,beads
光束,beam
激光步枪,beam_rifle
八分音符,beamed_eighth_notes
十六分音符,beamed_sixteenth_notes
无檐帽,beanie
豆,beans
熊,bear
熊耳朵,bear_ears
熊印花头饰,bear_hair_ornament
熊印花内裤,bear_panties
熊印花,bear_print
胡须,beard
招手,beckoning
床,bed
床单,bed_sheet
卧室,bedroom
啤酒,beer
听装啤酒,beer_can
啤酒杯,beer_mug
从后脑戴上的耳机,behind-the-head_headphones
米色背景,beige_background
米色毛衣,beige_sweater
钟|铃,bell
铃铛项圈,bell_choker
腹部,belly
脐链,belly_chain
捏着肚子,belly_grab
皮带|腰带,belt
皮带靴,belt_boots
皮带扣,belt_buckle
皮项圈,belt_collar
腰包,belt_pouch
皮带束胸,beltbra
皮带裙,beltskirt
长凳,bench
弯折的吸管,bendy_straw
弯腰,bent_over
贝雷帽,beret
戴眼镜的,bespectacled
兽交|兽奸|异种奸,bestiality
乳沟里,between_breasts
(突出)指间,between_fingers
(强调)两腿之间,between_legs
(强调)大腿之间,between_thighs
围兜,bib
自行车,bicycle
自行车篮,bicycle_basket
大肚子,big_belly
头发很多的,big_hair
紧身裤,bike_shorts
自行车运动服,biker_clothes
骑行套装,bikesuit
比基尼,bikini
比基尼盔甲,bikini_armor
从三点剥开的比基尼,bikini_aside
比基尼泳裤,bikini_bottom
往上剥开的比基尼,bikini_lift
扯着比基尼,bikini_pull
比基尼裙,bikini_skirt
泳装晒痕,bikini_tan
只穿着比基尼上衣,bikini_top
脱下了比基尼上衣,bikini_top_removed
比基尼当内衣,bikini_under_clothes
双筒望远镜,binoculars
鸟|拟鸟化,bird
手上的鸟,bird_on_hand
头上的鸟,bird_on_head
肩上的鸟,bird_on_shoulder
鸟尾巴,bird_tail
(哔哩哔哩)的电流,biribiri
生日,birthday
生日蛋糕,birthday_cake
胎记,birthmark
双性恋(女性),bisexual_(female)
毘沙门天宝塔,bishamonten's_pagoda
毘沙门天之矛,bishamonten's_spear
主教(国际象棋),bishop_(chess)
美少年,bishounen
勒住嘴,bit_gag
咬痕,bite_mark
咬,biting
琵琶,biwa_lute
黑框眼镜,black-framed_eyewear
黑色围裙,black_apron
黑色盔甲,black_armor
黑色背景,black_background
黑色腰带,black_belt
黑色比基尼,black_bikini
黑色眼罩,black_blindfold
黑色上衣,black_blouse
黑色紧身衣,black_bodysuit
黑色边框,black_border
黑蝴蝶结,black_bow
黑色内衣,black_bra
黑色吊带背心,black_camisole
黑色斗篷,black_cape
黑色披肩,black_capelet
黑色开口衬衫,black_cardigan
黑猫,black_cat
黑色项链,black_choker
黑色外套,black_coat
黑色外套(王国之心),black_coat_(kingdom_hearts)
黑色项圈,black_collar
黑色连衣裙,black_dress
黑色眼睛,black_eyes
黑色羽毛,black_feathers
黑色的花,black_flower
黑色的鞋,black_footwear
黑色手套,black_gloves
黑发,black_hair
黑色发带,black_hairband
黑色的袴,black_hakama
黑色头巾,black_headband
黑色头饰,black_headwear
黑色连帽衫,black_hoodie
黑色的角,black_horns
黑色夹克,black_jacket
黑色和服,black_kimono
黑丝袜,black_legwear
黑色连身衣,black_leotard
黑色指甲,black_nails
黑色领子,black_neckwear
黑色内裤,black_panties
黑色长裤,black_pants
黑色丝带,black_ribbon
黑玫瑰,black_rose
黑色水手领,black_sailor_collar
黑色围巾,black_scarf
黑色巩膜,black_sclera
黑色发束,black_scrunchie
黑色水手服,black_serafuku
黑色衬衫,black_shirt
黑色短裤,black_shorts
黑色皮肤,black_skin
黑色短裙,black_skirt
黑色袖子,black_sleeves
黑色西装,black_suit
黑色毛衣,black_sweater
黑色泳衣,black_swimsuit
黑色尾巴,black_tail
黑色无袖紧身背心,black_tank_top
黑色主题,black_theme
黑色的伞,black_umbrella
黑色背心,black_vest
黑色翅膀,black_wings
剑,blade
无神的双眼,blank_eyes
空话泡泡,blank_speech_bubble
无主的眼神,blank_stare
毯子,blanket
西装夹克,blazer
出血,bleeding
遮眼|眼罩,blindfold
百叶窗,blinds
眨眼睛,blinking
金发,blonde_hair
金色阴毛,blonde_pubic_hair
血,blood
嘴角流血,blood_from_mouth
脸上有血,blood_on_face
溅血,blood_splatter
血迹,blood_stain
衣服沾血,bloody_clothes
血泪,bloody_tears
沾血的武器,bloody_weapon
盛开,bloom
灯笼裤,bloomers
罩衫,blouse
吹,blowing
蓝框眼镜,blue-framed_eyewear
蓝色盔甲,blue_armor
蓝色背景,blue_background
蓝色饰带,blue_belt
蓝色比基尼,blue_bikini
蓝色上衣,blue_blouse
蓝色紧身衣,blue_bodysuit
蓝色蝴蝶结,blue_bow
蓝色胸罩,blue_bra
蓝色短裤,blue_buruma
蓝色的蝴蝶,blue_butterfly
蓝色斗篷,blue_cape
蓝色披肩,blue_capelet
蓝色开襟衫,blue_cardigan
蓝色项圈,blue_choker
蓝色外套,blue_coat
蓝色洋装,blue_dress
蓝眼睛,blue_eyes
蓝色的火焰,blue_fire
蓝色的花,blue_flower
蓝色鞋类,blue_footwear
蓝色手套,blue_gloves
蓝色头发,blue_hair
蓝色发带,blue_hairband
蓝色的袴,blue_hakama
蓝色头巾,blue_headband
蓝色头饰,blue_headwear
蓝色连帽衫,blue_hoodie
蓝色的角,blue_horns
蓝色夹克,blue_jacket
蓝色和服,blue_kimono
蓝色紧身裤,blue_legwear
蓝色连身衣,blue_leotard
蓝色指甲,blue_nails
蓝色的领饰,blue_neckwear
蓝色内裤,blue_panties
蓝色长裤,blue_pants
蓝色丝带,blue_ribbon
蓝玫瑰,blue_rose
蓝色水手领,blue_sailor_collar
蓝色沙滩裙,blue_sarong
蓝色围巾,blue_scarf
蓝色发束,blue_scrunchie
蓝色水手服,blue_serafuku
蓝色衬衫,blue_shirt
蓝色短裤,blue_shorts
蓝色皮肤,blue_skin
蓝色短裙,blue_skirt
蓝天,blue_sky
蓝色袖子,blue_sleeves
蓝色毛衣,blue_sweater
蓝色泳衣,blue_swimsuit
蓝色,blue_theme
蓝色背心,blue_vest
蓝色翅膀,blue_wings
蓝莓,blueberry
直刘海,blunt_bangs
模糊打码,blur_censor
模糊的,blurry
模糊的背景,blurry_background
前景模糊,blurry_foreground
脸红,blush
表情贴纸,blush_stickers
猪,boar
棋盘游戏,board_game
船,boat
波波头,bob_cut
美式短袜,bobby_socks
身体泛红,body_blush
体毛,body_hair
在身上写字,body_writing
人体彩绘,bodypaint
连体裤袜,bodystocking
连体紧身衣,bodysuit
紧身衣裤,bodysuit_under_clothes
焦外成像,bokeh
木剑,bokken
《如今的我们》,bokura_wa_ima_no_naka_de
波洛领带,bolo_tie
栓式枪机,bolt_action
炸弹,bomb
飞行员夹克,bomber_jacket
捆绑play,bondage
束缚服,bondage_outfit
骨头,bone
骨头状饰品,bone_hair_ornament
带骨肉,boned_meat
bonnet女帽,bonnet
书,book
抱着书,book_hug
书堆,book_stack
书包,bookbag
书签,bookmark
书架,bookshelf
长靴,boots
脱下的靴子,boots_removed
边框,border
无聊的,bored
借鉴的角色,borrowed_character
借鉴的设计,borrowed_design
男友的衣服,borrowed_garments
瓶子,bottle
裸下半身,bottomless
乳摇,bouncing_breasts
绑住的,bound
手臂被束缚,bound_arms
腿被束缚,bound_legs
手腕被束缚,bound_wrists
花束,bouquet
蝴蝶结,bow
弦类乐器,bow_(instrument)
弓,bow_(weapon)
带蝴蝶结的比基尼,bow_bikini
带蝴蝶结的胸罩,bow_bra
带蝴蝶结的发带,bow_hairband
带蝴蝶结的裤袜,bow_legwear
带蝴蝶结的内裤,bow_panties
鞠躬,bowing
碗,bowl
锅盖头,bowl_cut
碗状帽子,bowl_hat
领结,bowtie
箱子,box
刻刀,boxcutter
拳击手,boxers
拳套,boxing_gloves
男上体位,boy_on_top
胸罩,bra
掀上去的胸罩,bra_lift
微微露出胸罩,bra_peek
拉下的胸罩,bra_pull
摘下的胸罩,bra_removed
内衣肩带,bra_strap
透过衣服可以看到胸罩,bra_through_clothes
手镯,bracelet
护腕,bracer
三股辫,braid
辫子刘海,braided_bangs
辫式发髻,braided_bun
麻花辫马尾,braided_ponytail
分支,branch
名牌neta,brand_name_imitation
面包,bread
乳房绑缚,breast_bondage
对胸部在意,breast_conscious
乳帘,breast_curtains
胸围歧视,breast_envy
丰胸,breast_expansion
揉胸,breast_grab
抱着胸部,breast_hold
托着胸部,breast_lift
胸垫,breast_padding
乳袋,breast_pocket
戳胸,breast_poke
挤压胸部,breast_press
搁着胸部,breast_rest
胸部走光,breast_slip
洗面奶,breast_smother
从两侧挤胸,breast_squeeze
吸奶,breast_sucking
手放在乳房上方,breast_suppress
胸部纹身,breast_tattoo
露胸的衣服,breastless_clothes
胸甲,breastplate
乳房,breasts
向两侧摊开的乳房,breasts_apart
胸压玻璃,breasts_on_glass
压在头上的乳房,breasts_on_head
露出的乳房,breasts_outside
呼吸,breath
喷火,breathing_fire
砖,brick
砖墙,brick_wall
婚纱手套,bridal_gauntlets
婚纱头纱,bridal_veil
新娘,bride
桥,bridge
公文包,briefcase
男式内裤,briefs
明亮的瞳孔,bright_pupils
破碎的,broken
碎玻璃,broken_glass
断角,broken_horn
破碎的武器,broken_weapon
胸针,brooch
扫帚,broom
骑扫帚,broom_riding
姐弟|兄妹,brother_and_sister
兄弟,brothers
棕色镜框眼镜,brown-framed_eyewear
棕色背景,brown_background
棕色皮带,brown_belt
棕色比基尼,brown_bikini
棕色蝴蝶结,brown_bow
棕色斗篷,brown_cape
棕色开襟衫,brown_cardigan
棕色外套,brown_coat
棕色连衣裙,brown_dress
棕色的眼睛,brown_eyes
棕色鞋类,brown_footwear
棕色手套,brown_gloves
棕色头发,brown_hair
棕色发带,brown_hairband
棕色头饰,brown_headwear
棕色夹克,brown_jacket
棕色和服,brown_kimono
棕色的裤袜,brown_legwear
棕色领饰,brown_neckwear
棕色内裤,brown_panties
棕色长裤,brown_pants
褐色丝带,brown_ribbon
棕色水手领,brown_sailor_collar
棕色围巾,brown_scarf
棕色衬衫,brown_shirt
棕色短裤,brown_shorts
棕色短裙,brown_skirt
棕色毛衣,brown_sweater
棕色主题,brown_theme
棕色马甲,brown_vest
李小龙款连身衣,bruce_lee's_jumpsuit
挫伤,bruise
刷子,brush
刷牙,brushing_teeth
泡泡,bubble
吹泡泡,bubble_blowing
蓬蓬裙,bubble_skirt
珍珠奶茶,bubble_tea
不用手喝珍珠奶茶挑战,bubble_tea_challenge
龅牙,buck_teeth
水桶,bucket
扣,buckle
绷带裹胸,budget_sarashi
建筑,building
射满脸,bukkake
裆部隆起,bulge
子弹,bullet
牛犊式枪械,bullpup
欺负,bullying
发髻盖,bun_cover
手持辫子,bunching_hair
兔子,bunny
兔子服装,bunny_costume
兔耳,bunny_ears
兔娘|兔女郎,bunny_girl
兔子饰品,bunny_hair_ornament
兔耳帽,bunny_hood
兔耳pose,bunny_pose
兔子图案,bunny_print
兔尾巴,bunny_tail
烧伤疤痕,burn_scar
燃烧,burning
烧焦的衣服,burnt_clothes
包不住的巨乳,bursting_breasts
女式灯笼裤,buruma
内裤掰到一边,buruma_aside
褪下一部分的内裤,buruma_pull
公共汽车,bus
公交站,bus_stop
灌木,bush
西装,business_suit
紧身胸衣,bustier
管家,butler
股沟,butt_crack
肛塞,butt_plug
蝴蝶,butterfly
蝴蝶发饰,butterfly_hair_ornament
捕虫网,butterfly_net
蝴蝶印花,butterfly_print
蝴蝶坐,butterfly_sitting
蝴蝶翅膀,butterfly_wings
臀交,buttjob
纽扣徽章,button_badge
纽扣式画法的眼睛,button_eyes
天使的小窗,button_gap
纽扣,buttons
c:,c:
报童帽,cabbie_hat
储藏柜,cabinet
线缆,cable
仙人掌,cactus
咖啡馆,cafe
笼子,cage
蛋糕,cake
蛋糕块,cake_slice
日历,calendar_(medium)
图中有日历,calendar_(object)
毛笔,calligraphy_brush
毛笔(中号),calligraphy_brush_(medium)
摄像机,camcorder
山茶花,camellia
骆驼趾,cameltoe
精彩片段,cameo
照相机,camera
无袖紧身背心,camisole
迷彩,camouflage
缶,can
俺妹元素,can't_be_this_cute
蜡烛,candle
烛台,candlestand
糖果,candy
苹果糖,candy_apple
棒棒糖,candy_cane
杖,cane
炮,cannon
画布,canvas_(object)
披风,cape
披肩,capelet
七分裤,capri_pants
汽车,car
汽车内饰,car_interior
卡片,card
卡片(中号图),card_(medium)
玩牌,card_parody
纸板箱,cardboard_box
开襟衫,cardigan
爱抚睾丸,caressing_testicles
地毯,carpet
胡萝卜,carrot
胡萝卜发饰,carrot_hair_ornament
胡萝卜项链,carrot_necklace
抱起,carrying
肩扛,carrying_over_shoulder
夹在腋下,carrying_under_arm
载货推车,cart
弹夹,cartridge
子弹抛壳,casing_ejection
包扎着绷带,cast
城堡,castle
私服,casual
连体泳衣,casual_one-piece_swimsuit
猫,cat
猫系男子,cat_boy
猫系服装,cat_costume
胸部开口出猫头剪影的服装,cat_cutout
猫之日,cat_day
猫耳式耳机,cat_ear_headphones
猫耳造型内裤,cat_ear_panties
猫耳,cat_ears
猫娘,cat_girl
猫系发饰,cat_hair_ornament
猫耳帽子,cat_hat
猫耳兜帽,cat_hood
猫系内衣,cat_lingerie
头上趴着猫,cat_on_head
猫爪,cat_paws
猫元素印花,cat_print
猫尾巴,cat_tail
逗猫,cat_teaser
标志性台词,catchphrase
履带,caterpillar_tracks
被抓现行,caught
焦散,caustics
警示带,caution_tape
洞穴,cave
光碟,cd
天花板,ceiling
顶灯,ceiling_light
手机,cellphone
手机相片,cellphone_picture
打码的,censored
人马|马娘,centaur
胸口带花边的服装,center_frills
正中间开口的服装,center_opening
子宫口,cervix
锁链,chain
铁网,chain-link_fence
项链,chain_necklace
链锯,chainsaw
椅子,chair
迦勒底制服,chaldea_uniform
粉笔,chalk
黑板,chalkboard
香槟,champagne
香槟杯,champagne_flute
吊灯,chandelier
皮套裤,chaps
用人脸打码,character_censor
角色公仔,character_doll
含角色名,character_name
印着某角色,character_print
角色简介,character_profile
人设表,character_sheet
含该角色的签名,character_signature
强调角色魅力的,charm_(object)
图表,chart
追逐,chasing
聊天框风格,chat_log
出轨,cheating
棋盘曲奇,checkerboard_cookie
方格图案,checkered
方格背景,checkered_background
格子地板,checkered_floor
格子和服,checkered_kimono
格子领口,checkered_neckwear
格子围巾,checkered_scarf
格子衬衫,checkered_shirt
格子裙,checkered_skirt
脸贴脸,cheek-to-cheek
鼓着腮帮,cheek_bulge
捏脸颊,cheek_pinching
戳脸颊,cheek_poking
扯脸颊,cheek_pull
助威,cheering
啦啦队,cheerleader
奶酪,cheese
厨师,chef
厨师帽,chef_hat
厨师工装,chef_uniform
女式无袖宽内衣,chemise
樱花|樱桃,cherry
樱花印花,cherry_blossom_print
樱花,cherry_blossoms
棋子,chess_piece
胸部,chest
胸毛,chest_hair
胸前有宝石,chest_jewel
抽屉,chest_of_drawers
胸部有纹身,chest_tattoo
栗子嘴,chestnut_mouth
口香糖,chewing_gum
知波单学院制服,chi-hatan_military_uniform
迷你角色,chibi
内含Q版形象,chibi_inset
小鸡,chick
鸡,chicken
小孩,child
儿童画作,child_drawing
孩子们,child_on_child
烟囱,chimney
抬下巴,chin_grab
托着下巴,chin_rest
颐革,chin_strap
摸下巴,chin_stroking
中国服饰,china_dress
中国风,chinese_clothes
中文,chinese_text
十二生肖,chinese_zodiac
薯片,chips
巧克力,chocolate
巧克力板,chocolate_bar
心形巧克力,chocolate_heart
胸上的巧克力,chocolate_on_breasts
项圈,choker
猪口杯,choko_(cup)
筷子,chopsticks
圣诞节,christmas
圣诞彩灯,christmas_lights
圣诞树,christmas_tree
色差,chromatic_aberration
教堂,church
雪茄,cigar
香烟,cigarette
圆圈,circle
单行本概念预告图,circle_cut
封绘署名,circle_name
头冠,circlet
城市,city
城市灯光背景,city_lights
城市背景,cityscape
教室,classroom
爪(武器),claw_(weapon)
嘎哦,claw_pose
爪,claws
打扫,cleaning
乳沟,cleavage
露出的乳沟,cleavage_cutout
被封住嘴,cleave_gag
砍肉刀,cleaver
蜜缝,cleft_of_venus
握紧的手,clenched_hand
紧握的双手,clenched_hands
牙齿紧咬,clenched_teeth
悬崖,cliff
攀爬,climbing
写字板,clipboard
阴蒂包皮,clitoral_hood
玩弄阴蒂,clitoral_stimulation
阴核,clitoris
阴核环,clitoris_piercing
斗篷,cloak
时钟,clock
钟楼,clock_tower
克隆,clone
特写镜头,close-up
闭上的眼睛,closed_eyes
折扇,closed_fan
闭着的嘴,closed_mouth
收着的伞,closed_umbrella
布,cloth
有衣着的动物,clothed_animal
穿着衣服的女性和裸女,clothed_female_nude_female
穿着衣服的女性和裸男,clothed_female_nude_male
穿着衣服的男性和裸女,clothed_male_nude_female
穿着衣服自慰,clothed_masturbation
有衣着的口袋妖怪,clothed_pokemon
着衣性交,clothed_sex
衣服,clothes
衣服系在腰上,clothes_around_waist
衣服勒在乳沟里,clothes_between_breasts
衣物挂到大腿之间,clothes_between_thighs
褪下衣物,clothes_down
扯着衣物,clothes_grab
衣架,clothes_hanger
掀起衣物,clothes_lift
拉开衣物,clothes_pull
脱下的衣服,clothes_removed
偷衣服,clothes_theft
拖拽衣服,clothes_tug
印着字的T恤,clothes_writing
晒衣服,clothesline
云,cloud
云絮状发型,cloud_hair
云状印花,cloud_print
多云天气,cloudy_sky
三叶草,clover
三叶草发饰,clover_hair_ornament
棍棒,club
梅花(扑克),club_(shape)
外套,coat
燕尾,coattails
可口可乐,coca-cola
外套,cockpit
鸡尾酒,cocktail
(社交场合穿的)短裙,cocktail_dress
鸡尾酒杯,cocktail_glass
咖啡,coffee
咖啡杯,coffee_cup
马克杯,coffee_mug
棺材,coffin
硬币,coin
厚如玻璃瓶底的圆眼镜,coke-bottle_glasses
寒冷的,cold
拼贴画,collage
项圈,collar
锁骨,collarbone
翻领短衫,collared_blouse
有领连衣裙,collared_dress
